Mongolia,"11,081","14,346","25,427","17,005","23,330","40,335","11,786","16,080","27,866"
Montenegro,497,402,899,488,393,881,537,433,970
Morocco,"121,151","22,670","143,821","81,873","15,633","97,506","91,395","19,178","110,573"
Mozambique,293,323,616,264,344,608,282,340,622
Namibia,468,369,837,533,491,"1,024",506,479,985
Nauru,65,14,79,46,18,64,52,11,63
Nepal,"211,421","144,795","356,216","194,373","128,385","322,758","238,678","158,358","397,036"
Netherlands,"4,356","3,769","8,125","5,095","4,358","9,453","5,299","4,590","9,889"
Netherlands Antilles,389,381,770,491,507,998,495,519,"1,014"
New Caledonia,55,44,99,80,58,138,106,89,195
New Zealand,"3,034","1,991","5,025","3,564","2,360","5,924","3,514","2,193","5,707"
Nicaragua,"1,987","2,405","4,392","4,342","4,435","8,777","2,744","3,007","5,751"
Niger,"1,903",755,"2,658","4,864","1,000","5,864","2,572",887,"3,459"
Nigeria,"1,145,393","424,923","1,570,316","1,634,692","509,934","2,144,626","1,470,155","535,721","2,005,876"
Niue,191,98,289,653,40,693,243,79,322
Norfolk Island,,,N/A,,,N/A,,,N/A
North Korea,179,194,373,196,186,382,180,168,348
Northern Ireland,"1,365","1,006","2,371","1,458","1,145","2,603","1,454","1,106","2,560"
Norway,"1,535","1,160","2,695","2,109","1,602","3,711","2,228","1,706","3,934"
Oman,296,294,590,360,397,757,435,433,868
Palau,40,32,72,43,22,65,41,25,66
Panama,"1,061","1,000","2,061","1,462","1,310","2,772","1,265","1,158","2,423"
Papua New Guinea,90,73,163,100,101,201,114,155,269
Paraguay,512,530,"1,042",676,715,"1,391",613,610,"1,223"
Poland,,,N/A,,,N/A,,,N/A
Peru,,,0,,,0,,,0
Portugal,"1,671","1,395","3,066","2,039","1,748","3,787","2,079","1,777","3,856"
Qatar,942,"1,056","1,998","1,316","1,524","2,840","1,381","1,747","3,128"
Reunion,110,67,177,119,65,184,99,82,181
Romania,"18,938","16,807","35,745","24,427","23,008","47,435","39,355","37,239","76,594"
Russia,"52,042","49,282","101,324","70,869","69,575","140,444","84,097","83,503","167,600"
Rwanda,"5,099","2,165","7,264","7,673","3,136","10,809","15,194","5,330","20,524"
Saint Barthelemy,,,0,,,0,,,0
Saint Kitts and Nevis,274,194,468,395,239,634,345,234,579
Saint Lucia,713,469,"1,182","1,018",734,"1,752",929,738,"1,667"
Saint Martin,,,0,,,0,,,0
Saint Vincent and the Grenadines,391,271,662,515,319,834,519,321,840
Samoa,205,216,421,231,287,518,184,284,468
San Marino,20,6,26,10,2,12,13,1,14
Sao Tome and Principe,37,20,57,32,32,64,23,25,48
Saudi Arabia,"6,630","7,642","14,272","8,746","11,901","20,647","11,697","14,949","26,646"
Senegal,"21,264","4,930","26,194","19,042","5,502","24,544","12,165","4,714","16,879"
Serbia,"8,910","7,324","16,234","9,623","8,675","18,298","10,240","8,940","19,180"
Seychelles,177,62,239,161,107,268,150,96,246
Sierra Leone,"310,817","15,635","326,452","424,966","16,284","441,250","292,778","22,963","315,741"
Singapore,"2,868","2,357","5,225","3,000","2,793","5,793","2,835","2,668","5,503"
Sint Maarten,,,0,,,0,,,0
Slovakia,"3,546","2,320","5,866","4,095","2,615","6,710","3,970","2,472","6,442"
Slovenia,521,338,859,696,472,"1,168",720,511,"1,231"
Solomon Islands,28,15,43,37,35,72,48,54,102
Somalia,"10,664","4,669","15,333","10,370","4,990","15,360","10,402","4,403","14,805"
South Africa,"18,013","22,195","40,208","22,249","27,895","50,144","21,523","27,047","48,570"
South Sudan,,,0,,,0,,,0
Spain,"5,131","3,127","8,258","7,135","4,758","11,893","7,715","5,207","12,922"
Sri Lanka,"44,892","47,327","92,219","40,710","43,602","84,312","40,792","42,980","83,772"
St. Pierre and Miquelon,11,17,28,17,9,26,15,10,25
Sudan,"49,282","21,427","70,709","60,547","24,199","84,746","62,161","34,049","96,210"
Suriname,382,382,764,429,462,891,439,466,905
Svalbard,,,0,,,0,,,0
Swaziland,133,105,238,151,118,269,161,125,286
Sweden,"4,748","3,270","8,018","5,965","4,381","10,346","6,344","4,636","10,980"
Switzerland,"6,532","4,006","10,538","7,253","4,941","12,194","6,895","4,695","11,590"
Syria,"6,121","8,906","15,027","7,092","10,865","17,957","7,420","11,329","18,749"
Taiwan,"31,197","27,719","58,916","30,566","25,753","56,319","25,752","21,646","47,398"
Tajikistan,"4,337","5,205","9,542","5,430","7,249","12,679","7,971","10,946","18,917"
Tanzania,"4,879","4,584","9,463","5,603","4,782","10,385","5,491","4,584","10,075"
Thailand,"6,780","3,631","10,411","6,680","3,732","10,412","5,852","3,173","9,025"
Timor-Leste,25,19,44,38,36,74,30,52,82
Togo,"33,919","8,549","42,468","49,596","9,375","58,971","42,322","10,265","52,587"
Tokelau,,,0,,,0,,,0
Tonga,750,942,"1,692",729,"1,073","1,802",557,913,"1,470"
Trinidad and Tobago,"6,222","6,180","12,402","6,685","6,866","13,551","7,871","7,890","15,761"
Tunisia,"4,329","2,316","6,645","4,100","2,490","6,590","5,011","2,610","7,621"
Turkey,"90,643","56,034","146,677","115,474","66,104","181,578","108,015","68,696","176,711"
Turkmenistan,"2,749","2,962","5,711","3,122","3,616","6,738","4,251","4,961","9,212"
Tuvalu,14,11,25,12,13,25,10,13,23
Uganda,"12,721","7,236","19,957","13,973","8,089","22,062","15,423","9,428","24,851"
Ukraine,"611,373","316,097","927,470","723,972","356,119","1,080,091","761,653","360,433","1,122,086"
United Arab Emirates,"4,365","3,603","7,968","4,487","4,157","8,644","5,360","5,316","10,676"
Uruguay,816,858,"1,674","1,005","1,101","2,106",872,"1,005","1,877"
Uzbekistan,"78,512","115,521","194,033","124,847","170,981","295,828","223,129","284,232","507,361"
Vanuatu,231,33,264,58,53,111,55,69,124
Vatican City,123,,123,17,17,34,30,21,51
Venezuela,"16,347","21,967","38,314","30,062","41,603","71,665","35,377","50,035","85,412"
Wallis and Futuna,14,15,29,28,13,41,10,10,20
Western Sahara,21,7,28,23,12,35,23,10,33
Yemen,"10,899","4,580","15,479","11,970","5,916","17,886","14,297","7,309","21,606"
Zambia,"2,305","2,320","4,625","2,505","2,572","5,077","2,648","2,770","5,418"
Zimbabwe,"3,392","3,543","6,935","4,275","4,681","8,956","4,165","4,473","8,638"
Grand Total,"5,705,640","4,063,817","9,769,457","12,001,578","4,509,930","16,511,508","14,768,659","4,903,609","19,672,268"
